,Level,Date,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Week,Month
144,National,2019/05/25,"63,132,721","263,034,699","1,456,129,021","348,129,272","381,514,513","184,514,152","229,486,974","214,849,312","64,249,762","20,508,566","7,749,548","1,914,684","3,212,238",20,5
145,National,2019/05/26,"65,063,721","261,103,699","1,393,406,143","336,393,939","371,314,512","175,531,996","217,652,390","200,289,294","59,709,632","19,828,935","7,594,264","1,847,522","3,243,659",21,5
146,National,2019/05/27,"66,667,260","259,500,160","1,257,760,021","296,121,927","346,333,084","157,003,910","191,998,164","179,097,415","54,603,522","19,178,309","8,279,044","2,002,137","3,142,509",21,5
147,National,2019/05/28,"62,466,207","263,701,213","1,475,848,539","351,701,591","385,631,385","182,299,122","230,200,874","229,187,042","68,247,560","17,879,606","6,197,088","1,665,039","2,839,232",21,5
148,National,2019/05/29,"60,831,395","265,336,025","1,488,148,563","353,736,498","385,052,267","184,438,189","234,144,862","233,231,930","69,352,166","17,722,670","5,943,075","1,652,913","2,873,993",21,5
149,National,2019/05/30,"60,311,265","265,856,155","1,463,744,403","340,788,884","377,735,970","181,810,144","231,941,977","232,791,173","69,804,024","18,101,020","6,201,800","1,695,534","2,873,877",21,5
150,National,2019/05/31,"59,425,209","266,742,211","1,560,136,513","366,198,034","402,625,760","195,095,542","247,328,476","244,289,816","72,576,286","20,065,256","7,381,575","1,826,479","2,749,289",21,5
151,National,2019/06/01,"64,025,939","262,141,481","1,487,985,382","357,822,514","396,128,660","187,001,880","230,454,172","218,807,504","65,981,213","20,042,883","7,155,168","1,783,856","2,807,532",21,6
152,National,2019/06/02,"66,245,663","259,921,757","1,359,133,928","324,760,698","366,996,036","171,542,040","210,932,590","194,729,309","58,059,616","19,195,979","7,906,158","1,967,129","3,044,373",22,6
153,National,2019/06/03,"62,054,566","264,112,854","1,519,425,870","365,604,321","397,564,562","188,693,799","236,368,473","233,017,138","69,273,326","18,048,344","6,298,244","1,705,545","2,852,118",22,6
154,National,2019/06/04,"61,603,963","264,563,457","1,452,299,212","344,362,261","375,017,876","179,564,375","227,729,397","228,803,592","68,907,583","17,667,207","5,894,965","1,594,550","2,757,406",22,6
155,National,2019/06/05,"61,259,266","264,908,154","1,398,847,078","323,079,291","358,669,746","172,902,296","221,863,994","225,341,766","68,780,480","17,795,413","5,958,772","1,641,669","2,813,651",22,6
156,National,2019/06/06,"60,635,980","265,531,440","1,510,163,473","359,781,306","386,658,052","186,193,260","238,106,907","237,872,644","71,624,649","18,802,536","6,436,326","1,738,961","2,948,832",22,6
157,National,2019/06/07,"60,247,060","265,920,360","1,569,052,522","377,834,976","400,984,394","193,546,623","246,054,783","244,365,521","73,428,971","20,433,874","7,628,788","1,892,332","2,882,260",22,6
158,National,2019/06/08,"63,183,864","262,983,556","1,534,971,802","374,231,553","402,725,778","192,407,719","238,452,516","226,072,310","68,795,775","20,625,452","7,255,827","1,734,519","2,670,353",22,6
159,National,2019/06/09,"66,761,905","259,405,515","1,325,924,828","310,402,026","358,627,878","167,688,822","206,925,391","191,301,058","57,932,798","19,674,898","8,309,225","2,019,832","3,042,900",23,6
160,National,2019/06/10,"63,384,645","262,782,775","1,396,265,606","319,414,924","365,167,123","173,963,288","220,171,364","220,459,886","67,919,262","18,298,655","6,472,228","1,688,175","2,710,701",23,6
161,National,2019/06/11,"63,055,296","263,112,124","1,426,956,814","329,365,407","367,238,501","177,603,290","227,294,582","228,430,793","68,958,466","17,754,814","5,913,978","1,575,418","2,821,565",23,6
162,National,2019/06/12,"61,489,271","264,678,149","1,409,579,018","325,084,426","359,349,851","173,588,148","224,140,309","228,676,082","69,907,003","18,135,456","6,204,956","1,630,822","2,861,965",23,6
163,National,2019/06/13,"61,479,857","264,687,563","1,423,801,718","330,853,896","362,319,231","174,518,607","225,858,213","230,210,795","70,367,129","18,737,477","6,500,351","1,648,791","2,787,228",23,6
164,National,2019/06/14,"60,453,152","265,714,268","1,493,109,481","347,059,451","377,597,370","184,396,168","237,384,641","240,293,004","73,574,908","20,806,977","7,633,829","1,795,217","2,567,916",23,6
165,National,2019/06/15,"63,055,332","263,112,088","1,487,419,714","354,180,100","388,307,245","186,129,341","232,134,617","224,652,488","69,703,683","21,177,988","7,267,693","1,553,953","2,312,606",23,6
166,National,2019/06/16,"66,159,130","260,008,290","1,247,666,150","287,768,825","331,404,391","155,001,071","194,587,729","187,165,505","58,975,838","20,176,533","8,110,459","1,811,225","2,664,574",24,6
167,National,2019/06/17,"62,453,298","263,714,122","1,370,212,567","319,154,882","352,829,069","167,454,785","214,400,811","219,541,393","67,896,263","18,241,815","6,389,110","1,635,609","2,668,830",24,6
168,National,2019/06/18,"62,226,267","263,941,153","1,373,398,096","312,698,927","353,358,185","168,727,198","217,841,822","224,243,564","68,966,529","17,732,058","5,866,811","1,492,273","2,470,729",24,6
169,National,2019/06/19,"62,612,647","263,554,773","1,431,688,228","334,809,219","372,341,479","175,490,507","223,369,880","228,040,748","70,080,648","18,123,793","5,915,280","1,381,025","2,135,649",24,6
170,National,2019/06/20,"62,289,187","263,878,233","1,392,352,014","317,056,480","360,445,053","172,272,268","219,515,807","224,454,836","69,830,073","18,773,000","6,357,393","1,513,141","2,133,963",24,6
171,National,2019/06/21,"61,768,788","264,398,632","1,463,382,460","336,371,300","379,637,583","181,492,343","230,139,815","232,338,141","71,934,480","20,429,015","7,336,757","1,612,951","2,090,075",24,6
172,National,2019/06/22,"65,119,552","261,047,868","1,489,409,906","359,066,935","396,288,432","185,616,412","228,957,592","219,390,649","68,120,615","20,951,793","7,316,940","1,640,329","2,060,209",24,6
173,National,2019/06/23,"61,850,935","264,316,485","1,294,384,805","301,884,058","345,077,119","161,113,289","201,962,725","191,311,468","59,175,905","20,174,691","8,468,488","2,056,405","3,160,657",25,6
174,National,2019/06/24,"59,798,745","266,368,675","1,391,336,960","321,494,146","358,219,501","170,924,228","219,541,849","222,774,390","68,506,223","18,517,543","6,638,021","1,774,738","2,946,321",25,6
175,National,2019/06/25,"63,992,302","262,175,118","1,373,881,145","308,838,600","349,409,026","169,227,873","220,799,578","226,614,359","69,664,560","18,295,017","6,384,665","1,728,843","2,918,624",25,6
176,National,2019/06/26,"64,587,960","261,579,460","1,390,713,346","317,541,724","351,706,232","170,251,801","222,382,887","228,825,928","70,454,048","18,614,797","6,523,502","1,700,042","2,712,385",25,6
177,National,2019/06/27,"63,451,896","262,715,524","1,383,509,872","313,079,437","346,651,338","168,494,996","222,132,336","230,811,969","71,695,102","19,248,303","6,942,372","1,763,153","2,690,866",25,6
178,National,2019/06/28,"62,205,069","263,962,351","1,455,194,561","335,408,666","366,263,241","178,573,889","232,189,922","236,841,528","72,811,891","20,607,949","7,798,315","1,887,186","2,811,974",25,6
179,National,2019/06/29,"65,637,871","260,529,549","1,452,726,914","342,723,523","376,649,196","180,043,215","228,088,881","222,500,789","69,090,455","21,201,888","7,724,498","1,863,722","2,840,747",25,6
180,National,2019/06/30,"67,377,927","258,789,493","1,297,800,915","301,717,439","344,833,048","161,148,222","202,952,679","193,018,213","59,671,547","20,399,049","8,680,451","2,130,943","3,249,324",26,6
181,National,2019/07/01,"63,823,031","262,344,389","1,381,136,985","316,821,799","353,762,217","169,178,954","219,318,320","223,224,639","68,658,915","18,587,965","6,734,124","1,812,372","3,037,680",26,7
182,National,2019/07/02,"62,987,313","263,180,107","1,370,886,758","307,097,683","348,765,432","168,239,800","220,825,691","226,621,721","69,681,958","18,328,518","6,491,053","1,782,612","3,052,290",26,7
183,National,2019/07/03,"61,711,814","264,455,606","1,388,208,954","314,831,788","350,300,801","169,606,537","223,004,416","229,928,993","70,685,907","18,680,070","6,644,235","1,758,315","2,767,892",26,7
184,National,2019/07/04,"66,782,670","259,384,750","1,202,320,150","267,091,823","310,974,622","148,608,921","192,037,142","190,695,183","60,798,326","19,518,950","7,847,473","1,972,031","2,775,679",26,7
185,National,2019/07/05,"62,839,308","263,328,112","1,474,674,246","339,495,246","369,780,353","180,585,749","236,032,806","241,616,420","74,027,456","20,669,064","7,798,392","1,882,695","2,786,065",26,7
186,National,2019/07/06,"64,812,974","261,354,446","1,464,285,922","343,494,054","378,092,279","181,033,291","231,158,031","226,631,605","70,171,129","21,271,127","7,718,024","1,863,398","2,852,984",26,7
187,National,2019/07/07,"66,742,354","259,425,066","1,324,194,345","302,903,960","352,055,094","165,477,696","209,147,596","198,898,033","60,947,511","20,564,054","8,794,395","2,144,655","3,261,351",27,7
188,National,2019/07/08,"62,445,545","263,721,875","1,399,658,504","318,141,791","355,401,284","172,673,222","225,224,026","228,360,302","69,531,297","18,541,386","6,685,272","1,824,305","3,275,619",27,7
189,National,2019/07/09,"62,668,937","263,498,483","1,414,053,111","321,438,303","359,308,560","174,508,215","228,012,151","231,841,660","70,082,548","17,913,416","6,134,556","1,698,749","3,114,953",27,7
190,National,2019/07/10,"61,993,571","264,173,849","1,421,087,294","322,439,884","359,187,146","175,394,794","229,466,514","234,368,710","70,956,989","18,268,651","6,326,594","1,717,635","2,960,377",27,7
191,National,2019/07/11,"62,113,243","264,054,177","1,451,122,583","329,862,538","365,864,098","179,244,580","234,027,246","239,596,007","72,603,139","18,784,150","6,556,729","1,720,302","2,863,794",27,7
192,National,2019/07/12,"60,216,776","265,950,644","1,501,552,911","341,513,131","378,945,653","186,257,423","242,027,637","245,560,272","74,507,119","20,491,035","7,630,067","1,823,584","2,796,990",27,7
193,National,2019/07/13,"63,744,239","262,423,181","1,491,472,339","346,524,449","386,939,806","186,584,236","236,847,278","230,557,340","70,645,816","21,198,485","7,551,925","1,793,941","2,829,063",27,7
194,National,2019/07/14,"65,920,163","260,247,257","1,330,476,182","299,028,522","352,859,041","169,214,527","213,241,987","200,996,714","60,621,335","20,295,769","8,613,665","2,116,010","3,488,612",28,7
195,National,2019/07/15,"61,080,434","265,086,986","1,411,688,305","319,218,424","358,512,520","176,417,211","228,882,804","229,605,200","69,150,808","18,117,233","6,482,643","1,805,408","3,496,054",28,7
196,National,2019/07/16,"61,260,760","264,906,660","1,430,698,134","324,111,873","365,353,470","177,761,051","231,432,547","233,699,595","69,886,813","17,542,585","5,960,305","1,693,303","3,256,592",28,7
197,National,2019/07/17,"61,190,444","264,976,976","1,479,184,871","338,590,727","378,768,114","182,819,568","237,223,440","241,348,916","72,229,528","17,999,982","5,916,869","1,565,737","2,721,990",28,7
198,National,2019/07/18,"61,549,548","264,617,872","1,452,668,745","326,698,269","366,603,650","183,087,803","237,316,282","237,958,741","71,014,333","18,245,488","6,351,920","1,796,801","3,595,458",28,7
199,National,2019/07/19,"61,207,980","264,959,440","1,526,822,759","346,168,962","386,605,769","190,447,096","246,692,196","249,063,243","75,175,253","20,485,720","7,555,628","1,803,374","2,825,518",28,7
200,National,2019/07/20,"64,083,372","262,084,048","1,516,788,754","352,395,185","394,198,505","190,529,254","241,282,513","233,848,041","71,323,658","21,205,027","7,436,858","1,754,010","2,815,703",28,7
201,National,2019/07/21,"65,980,249","260,187,171","1,338,964,368","298,222,164","354,921,931","171,417,722","216,058,374","203,011,277","60,847,914","20,211,047","8,563,719","2,106,076","3,604,144",29,7
202,National,2019/07/22,"63,081,042","263,086,378","1,426,297,156","322,133,548","361,385,761","179,406,457","232,277,579","231,849,541","69,337,172","17,995,555","6,430,728","1,814,057","3,666,758",29,7
203,National,2019/07/23,"64,047,639","262,119,781","1,441,939,145","326,032,720","367,144,040","180,038,889","234,179,899","236,039,440","70,158,678","17,445,385","5,887,451","1,690,384","3,322,259",29,7
204,National,2019/07/24,"63,669,505","262,497,915","1,502,003,609","344,452,060","384,751,606","186,293,379","241,158,440","244,669,490","72,763,047","17,886,999","5,776,351","1,522,709","2,729,528",29,7
205,National,2019/07/25,"63,871,805","262,295,615","1,440,677,725","319,537,449","363,331,371","183,651,230","237,544,300","236,237,963","70,113,498","18,054,320","6,381,777","1,864,661","3,961,156",29,7
206,National,2019/07/26,"62,909,544","263,257,876","1,520,213,024","342,267,794","384,965,926","190,543,323","246,708,222","248,226,355","74,724,642","20,384,276","7,561,273","1,834,145","2,997,068",29,7
207,National,2019/07/27,"66,759,302","259,408,118","1,512,957,364","349,546,716","393,032,773","190,867,016","241,535,078","233,507,931","71,013,747","21,172,750","7,484,223","1,801,583","2,995,547",29,7
208,National,2019/07/28,"69,073,536","257,093,884","1,363,771,466","302,656,440","365,369,750","173,708,646","218,821,498","207,117,989","62,423,312","20,424,518","8,466,252","1,928,586","2,854,475",30,7
209,National,2019/07/29,"63,335,380","262,832,040","1,454,717,872","330,064,128","367,678,561","182,798,633","236,929,490","237,165,467","70,695,800","18,046,843","6,224,601","1,695,510","3,418,839",30,7
210,National,2019/07/30,"64,547,322","261,620,098","1,457,424,091","329,535,207","369,534,770","183,149,700","237,887,650","238,830,584","70,456,270","17,342,293","5,710,448","1,635,742","3,341,427",30,7
211,National,2019/07/31,"63,176,607","262,990,813","1,483,193,412","336,282,806","374,039,092","186,894,587","242,394,227","242,702,078","71,709,718","17,849,473","6,001,387","1,729,838","3,590,206",30,7
212,National,2019/08/01,"61,255,498","264,911,922","1,487,425,455","331,136,188","375,515,897","188,523,799","244,392,791","244,745,425","72,628,472","18,456,271","6,574,368","1,839,272","3,612,972",30,8
213,National,2019/08/02,"60,871,687","265,295,733","1,532,309,684","339,099,280","389,321,841","194,922,026","251,408,406","250,105,901","74,515,246","20,176,878","7,515,791","1,876,599","3,367,716",30,8
214,National,2019/08/03,"65,091,245","261,076,175","1,530,760,785","349,802,532","398,017,860","195,500,766","246,454,361","236,117,977","71,088,236","21,104,056","7,476,815","1,856,872","3,341,310",30,8
215,National,2019/08/04,"67,763,287","258,404,133","1,322,685,497","292,959,749","346,577,279","171,336,406","216,121,882","200,922,270","59,517,188","19,911,937","8,595,827","2,273,613","4,469,346",31,8
216,National,2019/08/05,"63,967,662","262,199,758","1,412,564,488","317,133,861","358,008,909","178,996,059","231,048,425","228,809,869","68,184,743","17,819,554","6,535,920","1,941,260","4,085,888",31,8
217,National,2019/08/06,"66,071,287","260,096,133","1,437,762,102","324,443,205","366,533,991","179,210,645","233,248,732","235,621,127","70,149,166","17,450,413","5,993,704","1,741,994","3,369,125",31,8
218,National,2019/08/07,"67,288,618","258,878,802","1,543,710,309","358,483,024","401,474,049","189,163,336","243,872,277","249,988,663","74,381,367","17,819,019","5,379,881","1,272,248","1,876,445",31,8
